embodiment,task,n_rows
mecka,cleaning_cosmetic_items,1
mecka,cleaning_cosmetic_tools,1
mecka,cleaning_cosmetics,8
mecka,cleaning_counters,5
mecka,cleaning_countertops,16
mecka,cleaning_crab,1
mecka,cleaning_crankshafts,3
mecka,cleaning_cues,4
mecka,cleaning_cupboard,1
mecka,cleaning_cups,6
mecka,cleaning_cushions,3
mecka,cleaning_cutlery,58
mecka,cleaning_cylinder_heads,1
mecka,cleaning_decorations,5
mecka,cleaning_decorative_balls,1
mecka,cleaning_dental_models,1
mecka,cleaning_desk,15
mecka,cleaning_discs,2
mecka,cleaning_dish_rack,2
mecka,cleaning_dishes,13
mecka,cleaning_doors,7
mecka,cleaning_drawer_contents,1
mecka,cleaning_drawer_organizers,1
mecka,cleaning_drawers,16
mecka,cleaning_drill_bits,1
mecka,cleaning_drills,1
mecka,cleaning_dvd_cases,1
mecka,cleaning_dvds,1
mecka,cleaning_earphones,1
mecka,cleaning_eggs,107
mecka,cleaning_electrical_boxes,1
mecka,cleaning_electrical_components,1
mecka,cleaning_electronics,129
mecka,cleaning_engine_blocks,1
mecka,cleaning_engine_cases,1
mecka,cleaning_engine_casings,10
mecka,cleaning_engine_components,1
mecka,cleaning_engine_parts,42
mecka,cleaning_engines,8
mecka,cleaning_equipment,10
mecka,cleaning_fabric,2
mecka,cleaning_fabrics,1
mecka,cleaning_fake_fruits,1
mecka,cleaning_fan_components,1
mecka,cleaning_fan_covers,1
mecka,cleaning_fans,6
mecka,cleaning_fasteners,2
mecka,cleaning_faucet,1
mecka,cleaning_figurines,1
mecka,cleaning_fittings,2
mecka,cleaning_floor,1
mecka,cleaning_floors,7
mecka,cleaning_folders,3
mecka,cleaning_food,5
mecka,cleaning_food_containers,1
mecka,cleaning_food_packets,1
mecka,cleaning_footwear,1
mecka,cleaning_forks,2
mecka,cleaning_frame_residue,1
mecka,cleaning_frames,14
mecka,cleaning_freezers,1
mecka,cleaning_fridge,3
mecka,cleaning_fridge_parts,2
mecka,cleaning_fruits,22
mecka,cleaning_furniture,16
mecka,cleaning_game_cases,1
mecka,cleaning_garments,3
mecka,cleaning_gaskets,8
mecka,cleaning_gear_components,2
mecka,cleaning_gears,3
mecka,cleaning_glass,6
mecka,cleaning_glass_cups,1
mecka,cleaning_glass_doors,3
mecka,cleaning_glass_pieces,1
mecka,cleaning_glass_shelf,1
mecka,cleaning_glasses,9
mecka,cleaning_glassware,6
mecka,cleaning_grater,1
mecka,cleaning_guitars,9
mecka,cleaning_gym_equipment,1
mecka,cleaning_hairbrush,1
mecka,cleaning_handbags,3
mecka,cleaning_hardware,5
mecka,cleaning_hats,1
mecka,cleaning_headlights,1
mecka,cleaning_heatsinks,1
mecka,cleaning_helmet,1
mecka,cleaning_helmet_paddings,1
mecka,cleaning_helmets,4
mecka,cleaning_high_chair,1
mecka,cleaning_housing_components,1
mecka,cleaning_ingredients,3
mecka,cleaning_insoles,11
mecka,cleaning_items,9
mecka,cleaning_jars,6
mecka,cleaning_jewelry,5
mecka,cleaning_junction_boxes,1
mecka,cleaning_keyboard_keys,2
mecka,cleaning_keyboards,7
mecka,cleaning_kitchen,27
mecka,cleaning_kitchen_counter,4
mecka,cleaning_kitchen_counters,1
mecka,cleaning_kitchen_drawer,1
mecka,cleaning_kitchen_items,2
mecka,cleaning_kitchen_surfaces,5
mecka,cleaning_kitchen_tools,1
mecka,cleaning_kitchenware,6
mecka,cleaning_knives,5
mecka,cleaning_lamps,1
mecka,cleaning_lanterns,1
mecka,cleaning_laptop,1
mecka,cleaning_laptop_components,12
mecka,cleaning_laptop_parts,2
mecka,cleaning_laptops,32
mecka,cleaning_laser_lenses,1
mecka,cleaning_leaves,1
mecka,cleaning_library_books,1
mecka,cleaning_lids,1
mecka,cleaning_makeup_brushes,2
mecka,cleaning_mangoes,2
mecka,cleaning_markers,3
mecka,cleaning_mechanical_parts,2
mecka,cleaning_media_cases,1
mecka,cleaning_medical_files,1
mecka,cleaning_medicine_boxes,3
mecka,cleaning_metal_brackets,1
mecka,cleaning_metal_components,2
mecka,cleaning_metal_housing,1
mecka,cleaning_metal_parts,11
mecka,cleaning_metal_pieces,1
mecka,cleaning_metal_plates,1
mecka,cleaning_metal_shafts,1
mecka,cleaning_microwave,1
mecka,cleaning_mirror,1
mecka,cleaning_mixers,1
mecka,cleaning_molds,13
mecka,cleaning_monitors,2
mecka,cleaning_motherboards,23
mecka,cleaning_motor_parts,1
mecka,cleaning_motorcycle,1
mecka,cleaning_motorcycle_engine_parts,1
mecka,cleaning_motorcycle_parts,66
mecka,cleaning_motorcycle_wheels,1
mecka,cleaning_motorcycles,10
mecka,cleaning_motors,1
mecka,cleaning_mugs,1
mecka,cleaning_mushrooms,29
mecka,cleaning_notebooks,4
mecka,cleaning_objects,19
mecka,cleaning_oranges,24
mecka,cleaning_packaged_goods,2
mecka,cleaning_packages,4
mecka,cleaning_packets,5
mecka,cleaning_paint_cans,1
mecka,cleaning_panels,1
mecka,cleaning_pans,2
mecka,cleaning_pantry,1
mecka,cleaning_papers,2
mecka,cleaning_parts,125
mecka,cleaning_peelers,1
mecka,cleaning_pens,2
mecka,cleaning_peppers,1
mecka,cleaning_perfume_bottles,3
mecka,cleaning_pet_accessories,1
mecka,cleaning_phone,3
mecka,cleaning_phone_cases,13
mecka,cleaning_phone_casings,1
mecka,cleaning_phone_chassis,1
mecka,cleaning_phone_components,1
mecka,cleaning_phone_frames,1
mecka,cleaning_phone_parts,5
mecka,cleaning_phones,11
mecka,cleaning_pillows,7
mecka,cleaning_pipe_fittings,5
mecka,cleaning_pipes,1
mecka,cleaning_pistons,13
mecka,cleaning_placemats,5
mecka,cleaning_planks,1
mecka,cleaning_plants,8
mecka,cleaning_plastic_containers,1
mecka,cleaning_plastic_covers,1
mecka,cleaning_plastic_molds,1
mecka,cleaning_plates,26
mecka,cleaning_pliers,1
mecka,cleaning_plushies,1
mecka,cleaning_pool_balls,2
mecka,cleaning_pool_cues,6
mecka,cleaning_pot_lids,1
mecka,cleaning_potatoes,2
mecka,cleaning_power_supplies,1
mecka,cleaning_printers,2
mecka,cleaning_printing_frames,1
mecka,cleaning_printing_plates,1
mecka,cleaning_produce,2
mecka,cleaning_product_boxes,1
mecka,cleaning_products,17
mecka,cleaning_purses,1
mecka,cleaning_pvc_fittings,2
mecka,cleaning_ram_modules,1
mecka,cleaning_reel_parts,2
mecka,cleaning_reels,11
mecka,cleaning_refrigerator,19
mecka,cleaning_refrigerator_interiors,1
mecka,cleaning_refrigerator_parts,1
mecka,cleaning_refrigerator_shelves,3
mecka,cleaning_rims,1
mecka,cleaning_rods,1
mecka,cleaning_rugs,2
mecka,cleaning_sachets,8
mecka,cleaning_sandals,7
mecka,cleaning_saucers,4
mecka,cleaning_scissors,2
mecka,cleaning_screen,2
mecka,cleaning_screens,8
mecka,cleaning_screwdrivers,1
mecka,cleaning_shaver_heads,2
mecka,cleaning_shavers,1
mecka,cleaning_shelf,1
mecka,cleaning_shellfish,6
mecka,cleaning_shelves,11
mecka,cleaning_shock_absorbers,2
mecka,cleaning_shoe_insoles,12
mecka,cleaning_shoe_rack,1
mecka,cleaning_shoe_sole,2
mecka,cleaning_shoe_soles,3
mecka,cleaning_shoelaces,18
mecka,cleaning_shoes,1095
mecka,cleaning_signs,1
mecka,cleaning_silverware,4
mecka,cleaning_sink,48
mecka,cleaning_sink_strainers,1
mecka,cleaning_sinks,1
mecka,cleaning_skincare_tubes,1
mecka,cleaning_small_items,2
mecka,cleaning_small_parts,3
mecka,cleaning_smartphones,1
mecka,cleaning_snacks,3
mecka,cleaning_snails,1
mecka,cleaning_sneakers,2
mecka,cleaning_socket_bits,1
mecka,cleaning_sockets,1
mecka,cleaning_soldering_irons,1
mecka,cleaning_speaker_components,1
mecka,cleaning_spokes,1
mecka,cleaning_spools,1
mecka,cleaning_spoons,25
mecka,cleaning_sports_equipment,1
mecka,cleaning_sprayers,1
mecka,cleaning_squeegees,1
mecka,cleaning_stamps,1
mecka,cleaning_stationery,1
mecka,cleaning_sticks,4
mecka,cleaning_stove_grates,1
mecka,cleaning_stove_parts,3
mecka,cleaning_stoves,52
mecka,cleaning_stovetop,9
mecka,cleaning_straws,1
mecka,cleaning_supplies,1
mecka,cleaning_surfaces,20
mecka,cleaning_synthesizers,1
mecka,cleaning_table_numbers,1
mecka,cleaning_table_stands,1
mecka,cleaning_tables,48
mecka,cleaning_tablet,1
mecka,cleaning_tablets,1
mecka,cleaning_tableware,8
mecka,cleaning_tape_rolls,1
mecka,cleaning_tealights,3
mecka,cleaning_teapots,1
mecka,cleaning_tennis_rackets,2
mecka,cleaning_tiles,4
mecka,cleaning_tins,3
mecka,cleaning_toilet,17
mecka,cleaning_tool_parts,1
mecka,cleaning_toolboxes,1
mecka,cleaning_tools,94
mecka,cleaning_toys,4
mecka,cleaning_trash_bins,1
mecka,cleaning_trays,11
mecka,cleaning_tubes,3
mecka,cleaning_turmeric,1
mecka,cleaning_turmeric_slices,1
mecka,cleaning_tv_stands,1
mecka,cleaning_up,1
mecka,cleaning_utensils,17
mecka,cleaning_vacuum_cleaners,1
mecka,cleaning_vegetables,4
mecka,cleaning_vehicles,1
mecka,cleaning_wallets,2
mecka,cleaning_walls,6
mecka,cleaning_watch_components,2
mecka,cleaning_watch_parts,7
mecka,cleaning_watches,1
mecka,cleaning_water_bottle,1
mecka,cleaning_wax_models,1
mecka,cleaning_wax_molds,1
mecka,cleaning_weights,5
mecka,cleaning_wheels,1
mecka,cleaning_window_bars,1
mecka,cleaning_window_grills,2
mecka,cleaning_windows,81
mecka,cleaning_wires,1
mecka,cleaning_wooden_board,2
mecka,cleaning_workbench,1
mecka,cleaning_workspace,3
mecka,cleaning_wrenches,5
mecka,clearing_counters,1
mecka,clearing_countertop,1
mecka,clearing_dining_table,1
mecka,clearing_dishes,4
mecka,clearing_grass,1
mecka,clearing_kitchen_items,1
mecka,clearing_land,1
mecka,clearing_plates,1
mecka,clearing_table,4
mecka,clearing_tableware,1
mecka,clearing_weeds,34
mecka,closing_bottles,1
mecka,closing_cases,1
mecka,coating_candles,1
mecka,coating_cones,1
mecka,coating_dental_models,1
mecka,coating_eggs,7
mecka,coating_helmets,3
mecka,coiling_and_packaging_cords,1
mecka,coiling_cables,7
mecka,coiling_hoses,2
mecka,coiling_pipe_cleaners,1
mecka,coiling_ropes,1
mecka,coiling_strings,1
mecka,coiling_wires,1
mecka,collating_forms,1
mecka,collating_papers,6
mecka,collecting_seedlings,1
mecka,collecting_trash,1
mecka,collecting_wrappers,1
mecka,coloring_drawings,1
mecka,coloring_fondant,1
mecka,coloring_patches,3
mecka,compacting_powder,2
mecka,compacting_soil,2
mecka,compounding_medications,2
mecka,configuring_phone,1
mecka,connecting_batteries,1
mecka,connecting_cables,11
mecka,connecting_connectors,1
mecka,connecting_controllers,1
mecka,connecting_data_cables,1
mecka,connecting_metal_rings,2
mecka,connecting_pvc_pipes,1
mecka,connecting_ribbon_cables,1
mecka,connecting_rings,1
mecka,connecting_screens,1
mecka,connecting_wires,9
mecka,cooking,113
mecka,cooking_and_cleaning,1
mecka,cooking_bananas,1
mecka,cooking_cakes,1
mecka,cooking_crepes,4
mecka,cooking_eggs,10
mecka,cooking_flatbread,2
mecka,cooking_food,3
mecka,cooking_fried_rice,1
mecka,cooking_fries,1
mecka,cooking_in_wok,1
mecka,cooking_ingredients,1
mecka,cooking_noodles,5
mecka,cooking_omelet,2
mecka,cooking_pancakes,3
mecka,cooking_paneer,1
mecka,cooking_pasta,3
mecka,cooking_pastries,1
mecka,cooking_potatoes,1
mecka,cooking_rice,3
mecka,cooking_sauce,1
mecka,cooking_soup,1
mecka,counting_bottles,1
mecka,counting_cards,1
mecka,counting_paper_bags,1
mecka,counting_rubber_bands,1
mecka,covering_bolsters,3
mecka,covering_books,1
mecka,covering_pillows,3
mecka,cracking_eggs,2
mecka,crafting,74
mecka,crafting_a_flower_decoration,1
mecka,crafting_a_miniature_house,1
mecka,crafting_a_paper_decoration,1
mecka,crafting_artificial_flowers,3
mecka,crafting_bamboo_items,1
mecka,crafting_bows,11
mecka,crafting_brooms,1
mecka,crafting_candles,16
mecka,crafting_candy_bouquets,1
mecka,crafting_clay_eggs,1
mecka,crafting_decorations,71
mecka,crafting_decorative_sticks,1
mecka,crafting_eyelashes,1
mecka,crafting_fabric_flowers,1
mecka,crafting_figures,2
mecka,crafting_flower_petals,1
mecka,crafting_flower_stems,3
mecka,crafting_flowers,191
mecka,crafting_frames,2
mecka,crafting_gifts,1
mecka,crafting_hats,2
mecka,crafting_jewelry,3
mecka,crafting_kites,2
mecka,crafting_lampshade,1
mecka,crafting_lampshades,1
mecka,crafting_miniature_structures,1
mecka,crafting_miniatures,1
mecka,crafting_models,5
mecka,crafting_paper_boxes,2
mecka,crafting_paper_decorations,1
mecka,crafting_paper_flowers,2
mecka,crafting_paper_stars,3
mecka,crafting_petals,2
mecka,crafting_pipe_cleaner_art,1
mecka,crafting_pipe_cleaner_decorations,4
mecka,crafting_pipe_cleaner_flowers,19
mecka,crafting_pipe_cleaner_leaves,2
mecka,crafting_pipe_cleaners,9
mecka,crafting_ribbon_flowers,1
mecka,crafting_ribbons,5
mecka,crafting_snack_flowers,1
mecka,crafting_toys,11
mecka,crafting_with_pipe_cleaners,3
mecka,crafting_with_plastic_strips,5
mecka,crafting_with_sticks,1
mecka,crafting_with_styrofoam,3
mecka,crafting_with_toothpicks,2
mecka,crafting_wood_panels,2
mecka,creasing_paper,2
mecka,creating_flower_centers,1
mecka,creating_leaves,1
mecka,creating_trenches,1
mecka,crocheting,30
mecka,crocheting_garments,1
mecka,cross_stitching,3
mecka,crushing_food_items,1
mecka,crushing_garlic,1
mecka,crushing_soil,1
mecka,cultivating_mushrooms,1
mecka,cup_on_saucer,5409
mecka,curling_paper_strips,2
mecka,cutting,4
mecka,cutting_and_arranging_dough,1
mecka,cutting_and_arranging_wood_pieces,5
mecka,cutting_and_fitting_planks,1
mecka,cutting_and_folding_fabric,1
mecka,cutting_and_folding_paper,1
mecka,cutting_and_folding_pipe_cleaners,1
mecka,cutting_and_preparing_labels,1
mecka,cutting_beans,1
mecka,cutting_bindings,1
mecka,cutting_boards,2
mecka,cutting_bottles,1
mecka,cutting_bread,1
mecka,cutting_bubble_wraps,1
mecka,cutting_cabbage,1
mecka,cutting_cardboard,5
mecka,cutting_cards,1
mecka,cutting_carrots,8
mecka,cutting_cauliflower,1
mecka,cutting_certificates,2
mecka,cutting_chili_peppers,1
mecka,cutting_chilies,2
mecka,cutting_chocolate,2
mecka,cutting_clothes,1
mecka,cutting_components,1
mecka,cutting_cookie_shapes,1
mecka,cutting_cookies,12
mecka,cutting_decals,4
mecka,cutting_decorations,1
mecka,cutting_designs,10
mecka,cutting_dough,22
mecka,cutting_dough_shapes,2
mecka,cutting_fabric,136
mecka,cutting_fabric_pieces,2
mecka,cutting_fabric_strips,2
mecka,cutting_fabrics,3
mecka,cutting_film,1
mecka,cutting_flower_stems,1
mecka,cutting_foam,12
mecka,cutting_foil,1
mecka,cutting_foil_strips,1
mecka,cutting_foils,54
mecka,cutting_fondants,1
mecka,cutting_food,30
mecka,cutting_food_wrappers,1
mecka,cutting_fringe,1
mecka,cutting_fringe_material,1
mecka,cutting_fringes,11
mecka,cutting_fruits,7
mecka,cutting_garlic,2
mecka,cutting_glass,2
mecka,cutting_grass,9
mecka,cutting_guavas,1
mecka,cutting_herbs,1
mecka,cutting_hotdogs,1
mecka,cutting_ingredients,11
mecka,cutting_jackfruit,8
mecka,cutting_jelly,5
mecka,cutting_labels,127
mecka,cutting_lace,1
mecka,cutting_lace_appliques,4
mecka,cutting_leather,11
mecka,cutting_leaves,9
mecka,cutting_limes,2
mecka,cutting_mangoes,1
mecka,cutting_materials,23
mecka,cutting_metal,1
mecka,cutting_metal_rods,1
mecka,cutting_metal_sheets,1
mecka,cutting_metal_shields,1
mecka,cutting_metals,6
mecka,cutting_mushrooms,1
mecka,cutting_noodles,2
mecka,cutting_okra,1
mecka,cutting_onions,5
mecka,cutting_out_figures,1
mecka,cutting_out_stickers,1
mecka,cutting_packaging,1
mecka,cutting_packets,2
mecka,cutting_paper,122
mecka,cutting_paper_cards,1
mecka,cutting_paper_fringe,4
mecka,cutting_paper_goods,1
mecka,cutting_paper_petals,1
mecka,cutting_paper_plates,1
mecka,cutting_paper_shapes,2
mecka,cutting_paper_sheets,1
mecka,cutting_paper_strips,5
mecka,cutting_paper_tags,1
mecka,cutting_papers,2
mecka,cutting_pastries,1
mecka,cutting_pastry_bases,4
mecka,cutting_pastry_sheets,1
mecka,cutting_patterns,5
mecka,cutting_peppers,1
mecka,cutting_pictures,1
mecka,cutting_pineapples,1
mecka,cutting_pipe_cleaners,5
mecka,cutting_pipes,1
mecka,cutting_planks,1
mecka,cutting_plastic_cups,1
mecka,cutting_plastic_strips,3
mecka,cutting_plastic_wrappers,1
mecka,cutting_plastics,6
mecka,cutting_potatoes,13
mecka,cutting_prints,1
mecka,cutting_ribbons,11
mecka,cutting_rods,1
mecka,cutting_sausage,1
mecka,cutting_sausages,4
mecka,cutting_shapes,2
mecka,cutting_sheets,3
mecka,cutting_stems,2
mecka,cutting_stickers,145
mecka,cutting_sticks,6
mecka,cutting_straps,3
mecka,cutting_strips,4
mecka,cutting_styrofoam,12
mecka,cutting_tags,3
mecka,cutting_tape,4
mecka,cutting_tempeh,1
mecka,cutting_thread,1
mecka,cutting_threads,7
mecka,cutting_threads_from_garments,7
mecka,cutting_tiles,1
mecka,cutting_tofu,1
mecka,cutting_tomatoes,3
mecka,cutting_vegetables,36
mecka,cutting_veneer,1
mecka,cutting_wax,11
mecka,cutting_weeds,13
mecka,cutting_wicks,1
mecka,cutting_wires,2
mecka,cutting_wood,41
mecka,cutting_wood_pieces,2
mecka,cutting_wood_planks,4
mecka,cutting_wood_strips,23
mecka,cutting_wood_veneer,7
mecka,cutting_wood_veneers,1
mecka,cutting_wooden_planks,1
mecka,cutting_wooden_sticks,1
mecka,cutting_wrappers,4
mecka,cutting_wrapping_papers,4
mecka,dealing_cards,1
mecka,deburring_metals,2
mecka,decanting_perfume,52
mecka,decanting_perfumes,36
mecka,decorating,18
mecka,decorating_aquariums,1
mecka,decorating_bottles,3
mecka,decorating_bowls,1
mecka,decorating_boxes,4
mecka,decorating_branches,1
mecka,decorating_cake,22
mecka,decorating_cakes,8
mecka,decorating_candies,1
mecka,decorating_candles,7
mecka,decorating_cards,2
mecka,decorating_cones,2
mecka,decorating_cookies,7
mecka,decorating_crafts,4
mecka,decorating_cupcakes,2
mecka,decorating_cups,1
mecka,decorating_cylinders,2
mecka,decorating_decorative_sticks,1
mecka,decorating_drawings,1
mecka,decorating_flowers,1
mecka,decorating_fondant,4
mecka,decorating_gift_boxes,3
mecka,decorating_gifts,14
mecka,decorating_handicrafts,2
mecka,decorating_hats,4
mecka,decorating_horns,2
mecka,decorating_items,2
mecka,decorating_jars,5
mecka,decorating_jewelry,1
mecka,decorating_letters,1
mecka,decorating_miniatures,1
mecka,decorating_nails,4
mecka,decorating_object,1
mecka,decorating_objects,5
mecka,decorating_papers,1
mecka,decorating_party_hats,1
mecka,decorating_party_horns,5
mecka,decorating_pastries,9
mecka,decorating_pipes,2
mecka,decorating_plates,2
mecka,decorating_products,2
mecka,decorating_ribbon_bows,1
mecka,decorating_rods,5
mecka,decorating_sleeves,1
mecka,decorating_sticks,1
mecka,decorating_tarts,1
mecka,decorating_terrariums,2
mecka,decorating_toys,9
mecka,decorating_tubes,6
mecka,decorating_wreaths,1
mecka,demolding_chocolates,1
mecka,demolding_resin,1
mecka,designing,1
mecka,designing_on_computer,2
mecka,desoldering,5
mecka,desoldering_circuit_boards,5
mecka,desoldering_circuitboards,6
mecka,desoldering_components,51
mecka,desoldering_electronics,23
mecka,destemming_chilies,5
mecka,destemming_peppers,5
mecka,detaching_connectors,1
mecka,detailing_clay_figures,1
mecka,detailing_jewelry,2
mecka,detailing_models,3
mecka,detailing_motorcycles,1
mecka,detailing_wheels,1
mecka,diagnosing_electronics,23
mecka,diagnosing_motorcycle_wiring,1
mecka,diagnosing_phone,1
mecka,diamond_painting,29
mecka,dicing_carrots,2
mecka,dicing_cucumbers,2
mecka,dicing_fruit,6
mecka,dicing_jelly,1
mecka,dicing_onions,2
mecka,dicing_pastry_bases,1
mecka,dicing_pickles,1
mecka,dicing_tomatoes,1
mecka,dicing_vegetables,1
mecka,digging,1
mecka,digging_soil,4
mecka,digging_trenches,1
mecka,disassembling_and_assembling_a_netbook,1
mecka,disassembling_and_assembling_electrical_plugs,6
mecka,disassembling_and_assembling_netbooks,6
mecka,disassembling_appliances,5
mecka,disassembling_brake_levers,1
mecka,disassembling_carburetor,1
mecka,disassembling_carburetors,15
mecka,disassembling_components,2
mecka,disassembling_computer,1
mecka,disassembling_computers,5
mecka,disassembling_electrical_plugs,4
mecka,disassembling_electronics,38
mecka,disassembling_engine,1
mecka,disassembling_engine_parts,3
mecka,disassembling_flowers,1
mecka,disassembling_grinders,1
mecka,disassembling_hair_dryers,1
mecka,disassembling_hard_drive,4
mecka,disassembling_kettle_bases,1
mecka,disassembling_kettles,2
mecka,disassembling_laptop,36
mecka,disassembling_laptops,74
mecka,disassembling_metal_parts,1
mecka,disassembling_motherboard,1
mecka,disassembling_motor,1
mecka,disassembling_motorcycle_engine,1
mecka,disassembling_motorcycle_parts,2
mecka,disassembling_motorcycles,1
mecka,disassembling_motors,1
mecka,disassembling_netbooks,5
mecka,disassembling_parts,2
mecka,disassembling_pens,14
mecka,disassembling_phone,84
mecka,disassembling_phones,53
mecka,disassembling_plugs,4
mecka,disassembling_power_supplies,1
mecka,disassembling_printers,5
mecka,disassembling_reels,1
mecka,disassembling_remote_controls,1
mecka,disassembling_shoes,1
mecka,disassembling_smartphones,2
mecka,disassembling_tvs,9
mecka,disassembling_watch,2
mecka,disassembling_watches,1
mecka,disconnecting_cables,3
mecka,disconnecting_ribbon_cables,1
mecka,dishwashing,959
mecka,dishwashing_and_folding_clothes,1
mecka,dismantling_engines,1
mecka,dismantling_laptops,1
mecka,dismantling_smartphones,1
mecka,dispensing_liquids,1
mecka,dividing_dough,2
mecka,document_handling,1
mecka,doing_diamond_painting,3
mecka,doing_laundry,6
mecka,dough_portioning,5
mecka,dough_preparation,3
mecka,dough_processing,6
mecka,dough_rolling,1
mecka,dough_shaping,1
mecka,drafting_patterns,2
mecka,drafting_plans,1
mecka,draining_noodles,1
mecka,drawing,1
mecka,drawing_guidelines,1
mecka,drawing_letters,1
mecka,drawing_lines,5
mecka,drawing_liquid,1
mecka,drawing_liquid_into_syringe,1
mecka,drawing_patterns,2
mecka,dressing_candles,5
mecka,drilling_bars,1
mecka,drilling_jewelry,2
mecka,drilling_metal,1
mecka,drilling_screws,3
mecka,drilling_sticks,2
mecka,drilling_wood,7
mecka,drying_bowls,1
mecka,drying_containers,3
mecka,drying_cups,2
mecka,drying_cutlery,18
mecka,drying_cutlery_trays,1
mecka,drying_dish_rack,1
mecka,drying_dishes,39
mecka,drying_forks,1
mecka,drying_glasses,5
mecka,drying_glassware,1
mecka,drying_jars,1
mecka,drying_kitchenware,4
mecka,drying_motorcycle_parts,1
mecka,drying_mugs,3
mecka,drying_pans,1
mecka,drying_plates,9
mecka,drying_pots,1
mecka,drying_pots_and_pans,2
mecka,drying_sausages,1
mecka,drying_shoelaces,1
mecka,drying_shoes,3
mecka,drying_silverware,2
mecka,drying_spoons,2
mecka,drying_utensils,4
mecka,duplicating_keys,1
mecka,dusting,4
mecka,dusting_curtains,1
mecka,dusting_decorations,1
mecka,dusting_fabrics,1
mecka,dusting_furniture,3
mecka,dusting_mattresses,1
mecka,dusting_pillows,3
mecka,dusting_sofas,1
mecka,dusting_windows,6
mecka,dyeing_insoles,1
mecka,dyeing_leather,1
mecka,dyeing_leather_strips,1
mecka,dyeing_shoes,1
mecka,eating_meal,1
mecka,edging_lenses,1
mecka,editing_video,1
mecka,egg_cleaning,6
mecka,egg_packaging,8
mecka,egg_preparation,1
mecka,egg_sorting,2
mecka,electronics_repair,16
mecka,emptying_bottles,1
mecka,emptying_packets,1
mecka,emptying_refrigerator,2
mecka,emptying_sachets,1
mecka,engine_repair,2
mecka,engraving_metal_pieces,1
mecka,engraving_rings,1
mecka,engraving_wood,1
mecka,enveloping_documents,1
mecka,examining_circuit_boards,1
mecka,examining_gears,1
mecka,examining_packages,1
mecka,examining_packaging,1
mecka,examining_screen_protectors,2
mecka,extracting_durian_flesh,2
mecka,extracting_essence,2
mecka,extracting_essences,2
mecka,extracting_fruits,3
mecka,extracting_hard_drives,1
mecka,extracting_jackfruit,2
mecka,extracting_jackfruit_pods,2
mecka,extracting_liquid,8
mecka,extracting_liquids,2
mecka,extracting_perfume_base,2
mecka,extracting_perfume_bases,1
mecka,extracting_perfumes,5
mecka,extracting_pills,1
mecka,extracting_pins,1
mecka,fabric_processing,2
mecka,fabricating_cages,1
mecka,fabricating_signs,1
mecka,fastening_screws,5
mecka,fastening_shoes,1
mecka,filing,3
mecka,filing_engine_blocks,1
mecka,filing_engine_casings,1
mecka,filing_jewelry,24
mecka,filing_jewelry_components,2
mecka,filing_jewelry_parts,1
mecka,filing_keys,1
mecka,filing_metal,6
mecka,filing_metal_components,1
mecka,filing_metal_parts,4
mecka,filing_metal_pieces,2
mecka,filing_metal_rings,1
mecka,filing_metals,5
mecka,filing_motorcycle_parts,2
mecka,filing_nails,1
mecka,filing_plastics,1
mecka,filing_rings,10
mecka,filing_wax_models,1
mecka,filling_and_arranging_food_items,1
mecka,filling_and_capping_bottles,1
mecka,filling_and_capping_perfume_bottles,1
mecka,filling_and_packaging_food,1
mecka,filling_and_packaging_foods,1
mecka,filling_and_packaging_items,3
mecka,filling_and_packaging_snacks,1
mecka,filling_and_planting_seedling_bags,1
mecka,filling_and_sealing_dough,1
mecka,filling_bags,164
mecka,filling_bags_with_substrate,1
mecka,filling_bamboo_tubes,1
mecka,filling_banana_leaf_rolls_with_rice,1
mecka,filling_bottles,163
mecka,filling_boxes,1
mecka,filling_bread,1
mecka,filling_chocolate_molds,2
mecka,filling_coffee_bags,12
mecka,filling_coffee_filter_bags,1
mecka,filling_coffee_filters,9
mecka,filling_coffee_pouches,1
mecka,filling_containers,48
mecka,filling_containers_with_rice_husks,1
mecka,filling_cracks,1
mecka,filling_cupcake_liners,1
mecka,filling_cups,11
mecka,filling_dental_molds,1
mecka,filling_dishes,1
mecka,filling_dispensers,1
mecka,filling_dough,6
mecka,filling_dough_balls,3
mecka,filling_dough_pieces,1
mecka,filling_dumplings,5
mecka,filling_empanadas,1
mecka,filling_gaps,1
mecka,filling_gift_bags,5
mecka,filling_jars,32
mecka,filling_leaves_with_rice,1
mecka,filling_molds,5
mecka,filling_mushroom_bags,4
mecka,filling_mushroom_grow_bags,1
mecka,filling_mushroom_substrate_bags,1
mecka,filling_nursery_bags,1
mecka,filling_packets,9
mecka,filling_pastries,3
mecka,filling_pastry_cups,1
mecka,filling_perfume,1
mecka,filling_perfume_bottles,161
mecka,filling_perfume_vials,3
mecka,filling_perfumes,6
mecka,filling_planter_bags,2
mecka,filling_planter_bags_with_soil,2
mecka,filling_planters,10
mecka,filling_planting_bags,5
mecka,filling_planting_bags_with_soil,4
mecka,filling_plastic_bags,6
mecka,filling_plastic_tubes,1
mecka,filling_polybags,7
mecka,filling_pot_with_rice_husks,1
mecka,filling_pots,41
mecka,filling_pots_with_husks,1
mecka,filling_pots_with_rice_husks,1
mecka,filling_pots_with_soil,3
mecka,filling_potting_bags,1
mecka,filling_pouches,2
mecka,filling_powder_bags,1
mecka,filling_rice_cakes,1
mecka,filling_seed_bags,2
mecka,filling_seed_packets_with_soil,1
